template,field_id,metric_id,adapter,implementation,outcome,evidence,blocker,note,within_template_observations,within_template_present_pass,within_template_present,within_template_entities
gas_storage,maintenance_expense,maintenance_expense,gas_xbrl,implemented,implemented_retrieved_validated,688 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas,66,54,54,9
gas_storage,max_day_withdrawal,max_day_withdrawal,gas_xbrl,implemented,implemented_retrieved_validated,7 validated + 25 flagged values across 40 entities,,role=headline; regimes=Form 2,18,0,2,9
gas_storage,net_income,net_income,gas_xbrl,implemented,implemented_retrieved_validated,702 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas,66,54,54,9
gas_storage,net_utility_operating_income,net_utility_operating_income,gas_xbrl,implemented,implemented_retrieved_validated,785 validated + 0 flagged values across 40 entities,,role=headline; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas;Form 2;Form 2A,90,60,60,9
gas_storage,operating_margin_pct,operating_margin_pct,gas_xbrl,implemented,implemented_retrieved_validated,768 validated + 0 flagged values across 40 entities,,role=headline; regimes=Form 2;Form 2A;Form 3Q Gas,72,60,60,9
gas_storage,operation_expense,operation_expense,gas_xbrl,implemented,implemented_retrieved_validated,704 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas,66,54,54,9
gas_storage,profile_capacity_narrative,profile_capacity_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,profile_compressor_narrative,profile_compressor_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,profile_diameter_narrative,profile_diameter_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,profile_flow_statement_narrative,profile_flow_statement_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,profile_miles_narrative,profile_miles_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,profile_stations_narrative,profile_stations_narrative,gas_xbrl,implemented,source_exists_interpretation_blocked,0 validated + 2 flagged values across 40 entities,,role=profile; regimes=XBRL textblock,18,0,0,9
gas_storage,rate_case_status,rate_case_status,elibrary_docs,implemented,implemented_retrieved_validated,18 validated + 0 flagged values across 97 entities,,role=headline; regimes=eLibrary document,9,0,1,9
gas_storage,rate_effective_date,rate_effective_date,elibrary_docs,implemented,implemented_retrieved_validated,16 validated + 0 flagged values across 97 entities,,role=detail; regimes=eLibrary document,9,0,0,9
gas_storage,refund_exposure_window,refund_exposure_window,elibrary_docs,implemented,implemented_retrieved_validated,3 validated + 0 flagged values across 69 entities,,role=conditional; regimes=eLibrary document,9,0,0,9
gas_storage,storage_capacity,storage_capacity,gas_xbrl,implemented,implemented_retrieved_validated,9 validated + 25 flagged values across 40 entities,,role=headline; regimes=Form 2,18,0,2,9
gas_storage,storage_injections,storage_injections,gas_xbrl,implemented,implemented_retrieved_validated,34 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,2,2,9
gas_storage,storage_injections_others,storage_injections_others,gas_xbrl,implemented,implemented_retrieved_validated,32 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,2,2,9
gas_storage,storage_injections_own,storage_injections_own,gas_xbrl,implemented,implemented_retrieved_validated,32 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,0,0,9
gas_storage,storage_withdrawals,storage_withdrawals,gas_xbrl,implemented,implemented_retrieved_validated,34 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,2,2,9
gas_storage,storage_withdrawals_others,storage_withdrawals_others,gas_xbrl,implemented,implemented_retrieved_validated,32 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,2,2,9
gas_storage,storage_withdrawals_own,storage_withdrawals_own,gas_xbrl,implemented,implemented_retrieved_validated,32 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,18,0,0,9
gas_storage,utility_operating_expenses,utility_operating_expenses,gas_xbrl,implemented,implemented_retrieved_validated,785 validated + 0 flagged values across 40 entities,,role=headline; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas;Form 2;Form 2A,90,60,60,9
interstate_gas,accum_depreciation_transmission,accum_depreciation_transmission,gas_xbrl,implemented,implemented_retrieved_validated,76 validated + 0 flagged values across 40 entities,,role=profile; regimes=Form 2;Form 2A,78,74,74,31
interstate_gas,accum_prov_depreciation_gas_plant,accum_prov_depreciation_gas_plant,gas_xbrl,implemented,implemented_retrieved_validated,82 validated + 0 flagged values across 40 entities,,role=profile; regimes=Form 2;Form 2A,78,76,76,31
interstate_gas,aux_peaking_capacity,aux_peaking_capacity,gas_xbrl,implemented,implemented_retrieved_validated,31 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2,78,31,31,31
interstate_gas,backhaul_throughput,backhaul_throughput,gas_xbrl,implemented,implemented_retrieved_validated,184 validated + 0 flagged values across 40 entities,,role=component; regimes=Form 3Q Gas;Form 2;Form 2A,365,184,184,31
interstate_gas,cap_peak_day_ratio,cap_peak_day_ratio,capacity,implemented,implemented_source_blank_or_not_required,"54 observations across 32 entities, all recording an evidenced source condition (blank, nil, not required, not applicable or not yet due)",,role=gated; regimes=Form 549B Capacity,57,0,0,32
interstate_gas,cap_reported_capacity,cap_reported_capacity,capacity,implemented,implemented_retrieved_validated,381 validated + 0 flagged values across 41 entities,,role=conditional; regimes=Form 549B Capacity,365,321,321,32
interstate_gas,certificated_horsepower,certificated_horsepower,gas_xbrl,implemented,implemented_retrieved_validated,57 validated + 9 flagged values across 40 entities,,role=profile; regimes=Form 2,78,53,62,31
interstate_gas,compressor_fuel,compressor_fuel,gas_xbrl,implemented,implemented_retrieved_validated,67 validated + 1 flagged values across 40 entities,,role=profile; regimes=Form 2,78,63,64,31
interstate_gas,compressor_units,compressor_units,gas_xbrl,implemented,implemented_retrieved_validated,66 validated + 0 flagged values across 40 entities,,role=profile; regimes=Form 2,78,62,62,31
interstate_gas,deliveries_of_gas_transported_for_others,deliveries_of_gas_transported_for_others,gas_xbrl,implemented,implemented_retrieved_validated,714 validated + 1 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A;Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas,730,690,691,31
interstate_gas,depreciation_expense,depreciation_expense,gas_xbrl,implemented,implemented_retrieved_validated,704 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A;Form 3Q Gas;Form 3Q Gas,654,650,650,31
interstate_gas,discounted_rate_volumes,discounted_rate_volumes,gas_xbrl,implemented,implemented_retrieved_validated,63 validated + 0 flagged values across 40 entities,,role=detail; regimes=Form 2;Form 2A,78,61,61,31
